A,B,C,D,E,F,G,SpecificSE,Step_1__History_Max__ALLSE,Step_1__History_Max__MASS,Design Feasibility,Objective and Penalty
384,1.468092787,1.624992663,0.387622003,2.155169314,0.150291592,0.261847584,0.257793431,383420231.9,7.90532,2.06179E-08,7,-383420231.9
385,1.358655331,1.648047348,0.098120369,2.431297828,0.272840638,0.261809991,0.225088778,418311909.4,12.5581,3.00209E-08,7,-418311909.4
386,1.394830467,1.625085844,0.389264459,2.175564092,0.243581742,0.268557581,0.258231238,416952627.9,11.8347,2.83838E-08,7,-416952627.9
387,1.307106326,1.625251113,0.372221364,2.306877255,0.271626834,0.159899397,0.225076122,412789794.7,11.6945,2.83304E-08,7,-412789794.7
388,1.358655331,1.674576136,0.100460874,2.314513784,0.141008587,0.261809991,0.225088778,379269966.8,7.34919,1.93772E-08,7,-379269966.8
389,0.495932172,1.661353925,0.08042784,2.155268208,0.240083514,0.270614388,0.247285289,402916472.8,10.5631,2.62166E-08,7,-402916472.8
390,1.217161252,1.654407736,0.066843475,2.171398377,0.148740667,0.1594251,0.261745761,392399660.4,6.61009,1.68453E-08,7,-392399660.4
391,0.754202805,2.967724776,0.393041497,2.607936352,0.110490212,0.180912431,0.16754556,301032836.2,2.55321,8.4815E-09,7,-301032836.2
392,1.429101427,1.639409145,0.07840444,2.216939344,0.24333726,0.260301361,0.128054383,414100180.1,11.2904,2.72649E-08,7,-414100180.1
393,1.471027391,1.73326224,0.467242637,2.17937354,0.257675915,0.171382696,0.24338708,405599190.5,11.144,2.74754E-08,7,-405599190.5
394,1.241621166,1.646870212,0.070224916,2.157014432,0.146895278,0.249855215,0.142987955,388772721.7,7.2697,1.86991E-08,7,-388772721.7
395,1.399475061,1.609128093,0.370502641,2.212123726,0.271566756,0.231393889,0.131266708,421569415.7,12.5841,2.98506E-08,9,-421569415.7
396,1.243239804,1.772771802,0.080549759,4.179248132,0.198975074,0.160855391,0.217729334,399758648.1,9.06013,2.2664E-08,7,-399758648.1
397,0.730910197,1.528619253,0.470369289,2.148351518,0.106161741,0.160905222,0.113628636,367626391.5,5.37297,1.46153E-08,7,-367626391.5
398,1.387245774,2.437111576,0.409314643,2.155281403,0.153006667,0.179815921,0.231666946,334803254.5,4.67459,1.39622E-08,7,-334803254.5
399,1.133408563,1.642337338,0.078402514,2.128636433,0.24808525,0.270814098,0.26844068,414547011.9,11.3253,2.73197E-08,7,-414547011.9
400,0.466904123,1.732340088,0.078402514,2.112292343,0.240083514,0.251655167,0.266671027,398013252.9,10.0728,2.53077E-08,7,-398013252.9
401,1.122813189,1.609128093,0.372487616,2.274414186,0.275624994,0.226880148,0.225088778,418969085.9,12.5498,2.9954E-08,7,-418969085.9
402,1.475658778,1.665359354,0.077608239,2.128636433,0.239198785,0.270949446,0.26647924,411761636,11.046,2.68262E-08,7,-411761636
403,0.471520365,1.713984974,0.083942666,2.128636433,0.240083514,0.270614388,0.26647924,399886794.5,10.3146,2.57938E-08,7,-399886794.5
404,0.643242763,2.967724776,0.080869832,2.645145727,0.104686326,0.180912431,0.16754556,298997921.7,2.40403,8.04029E-09,7,-298997921.7
405,1.236687738,2.257109633,0.428043518,2.559180148,0.105901446,0.104254693,0.124469088,347539113.1,4.02068,1.1569E-08,7,-347539113.1
406,0.678784264,2.841720824,0.065607493,2.645145727,0.104448136,0.269801071,0.139112364,307376339.1,2.73209,8.88842E-09,7,-307376339.1
407,0.730910197,1.633120356,0.470369289,2.148340911,0.104686326,0.180574884,0.113628636,363936414.2,5.25193,1.44309E-08,7,-363936414.2
408,1.219297228,2.410930476,0.066843475,2.155292009,0.148740667,0.1594251,0.258285952,335764834,4.56432,1.35938E-08,7,-335764834
409,0.723248583,1.75580052,0.433831235,2.158740326,0.112990535,0.165187715,0.245156572,371605156.9,5.24595,1.4117E-08,7,-371605156.9
410,1.309806062,1.706451412,0.053342451,2.145817398,0.164020793,0.131804243,0.257757014,386132863.7,6.77501,1.75458E-08,7,-386132863.7
411,1.467930305,1.624992663,0.41439186,2.130082456,0.238889281,0.180153269,0.275575196,414961172.2,10.9063,2.62827E-08,7,-414961172.2
412,0.731278521,1.784294612,0.074199332,2.146894889,0.104686326,0.262051755,0.122213034,358933504.8,5.07995,1.41529E-08,7,-358933504.8
413,0.719733065,2.986274407,0.074199332,2.172953158,0.104686326,0.180358872,0.122213034,298604620.9,2.38669,7.99281E-09,7,-298604620.9
414,0.7309968,1.804658511,0.084384658,2.622030466,0.104686326,0.180912431,0.16754556,353671557.4,5.02829,1.42174E-08,7,-353671557.4
415,1.236687738,2.257109633,0.425434041,2.559180148,0.105987393,0.104254693,0.158779605,347643359.4,4.02425,1.15758E-08,7,-347643359.4
416,1.210177314,2.257109633,0.230363258,2.555074992,0.105644636,0.104254693,0.276678542,346135359.9,3.8168,1.10269E-08,7,-346135359.9
417,0.897545757,2.39854089,0.44618514,2.12242336,0.10128628,0.103610459,0.168619846,325016426.9,3.04204,9.35965E-09,7,-325016426.9
418,1.113908791,2.323233455,0.432196751,2.533990241,0.10743145,0.161358207,0.130000139,342163837,4.03069,1.178E-08,7,-342163837
419,1.241621166,1.774421144,0.060266681,2.157014432,0.150886001,0.160939074,0.115672544,385433230.1,6.38474,1.65651E-08,7,-385433230.1
420,1.243355585,1.717256498,0.085220255,4.102975998,0.194025869,0.162162742,0.267174464,398816606.9,9.10267,2.28242E-08,7,-398816606.9
